년월,시도,시군구,충전요금,고객호수,판매량,판매수입
2025-06,강원특별자치도,속초시,사업자용,334,508866,93314811
2025-06,강원특별자치도,양구군,자가용,74,31511,5277451
2025-06,강원특별자치도,양구군,사업자용,65,65557,17737748
2025-06,강원특별자치도,양양군,자가용,140,53511,9036701
2025-06,강원특별자치도,양양군,사업자용,101,232609,51323873
2025-06,강원특별자치도,영월군,자가용,148,64101,10445737
2025-06,강원특별자치도,영월군,사업자용,98,113875,28306053
2025-06,강원특별자치도,원주시,자가용,593,307892,54180545
2025-06,강원특별자치도,원주시,사업자용,1130,2077775,350625095
2025-06,강원특별자치도,인제군,자가용,96,51288,9933098
2025-06,강원특별자치도,인제군,사업자용,123,272336,57366395
2025-06,강원특별자치도,정선군,자가용,87,107209,20456943
2025-06,강원특별자치도,정선군,사업자용,135,214392,50245957
2025-06,강원특별자치도,철원군,자가용,148,62946,10492896
2025-06,강원특별자치도,철원군,사업자용,101,83612,30466736
2025-06,강원특별자치도,춘천시,자가용,760,401835,68451963
2025-06,강원특별자치도,춘천시,사업자용,825,1685529,277689064
2025-06,강원특별자치도,태백시,자가용,68,49318,9272378
2025-06,강원특별자치도,태백시,사업자용,99,161526,33990408
2025-06,강원특별자치도,평창군,자가용,211,120161,21499219
2025-06,강원특별자치도,평창군,사업자용,182,310336,66831598
2025-06,강원특별자치도,홍천군,자가용,246,129198,21593674
2025-06,강원특별자치도,홍천군,사업자용,178,372209,79270289
2025-06,강원특별자치도,화천군,자가용,57,28181,5458232
2025-06,강원특별자치도,화천군,사업자용,66,80531,16220863
2025-06,강원특별자치도,횡성군,자가용,227,136373,21832527
2025-06,강원특별자치도,횡성군,사업자용,142,266500,54204923
2025-06,세종특별자치시,,자가용,435,777160,108788594
2025-06,세종특별자치시,,사업자용,1438,2779249,421319987
2025-06,전북특별자치도,고창군,자가용,235,110780,18770771
2025-06,전북특별자치도,고창군,사업자용,134,233102,56290523
2025-06,전북특별자치도,군산시,자가용,482,519952,78867993
2025-06,전북특별자치도,군산시,사업자용,844,1671811,301233284
2025-06,전북특별자치도,김제시,자가용,394,171674,32829874
2025-06,전북특별자치도,김제시,사업자용,186,179710,48573368
2025-06,전북특별자치도,남원시,자가용,324,184244,32745355
2025-06,전북특별자치도,남원시,사업자용,219,365052,83913767
2025-06,전북특별자치도,무주군,자가용,119,56371,12597963
2025-06,전북특별자치도,무주군,사업자용,91,125456,33572711
2025-06,전북특별자치도,부안군,자가용,164,60562,10620631
2025-06,전북특별자치도,부안군,사업자용,165,229592,60657805
2025-06,전북특별자치도,순창군,자가용,139,60357,11966443
2025-06,전북특별자치도,순창군,사업자용,64,104380,26978397
2025-06,전북특별자치도,완주군,자가용,421,187354,30734181
2025-06,전북특별자치도,완주군,사업자용,321,448739,90543242
2025-06,전북특별자치도,익산시,자가용,653,300480,54413818
2025-06,전북특별자치도,익산시,사업자용,657,1141746,198411832
2025-06,전북특별자치도,임실군,자가용,107,55157,10831985
2025-06,전북특별자치도,임실군,사업자용,83,188435,47506875
2025-06,전북특별자치도,장수군,자가용,113,54075,19157641
2025-06,전북특별자치도,장수군,사업자용,51,80724,25191742
2025-06,전북특별자치도,정읍시,자가용,487,205386,36728618
2025-06,전북특별자치도,정읍시,사업자용,325,376199,92674031
2025-06,전북특별자치도,진안군,자가용,115,50023,9183881
2025-06,전북특별자치도,진안군,사업자용,76,110179,34441982
2025-06,전북특별자치도,전주시 덕진구,자가용,489,515814,88316983
2025-06,전북특별자치도,전주시 덕진구,사업자용,885,1421462,240873056
2025-06,전북특별자치도,전주시 완산구,자가용,364,185586,32961749
2025-06,전북특별자치도,전주시 완산구,사업자용,908,1226462,210567773
2025-06,제주특별자치도,제주시,자가용,11716,5195999,897148893
2025-06,제주특별자치도,제주시,사업자용,1876,3904766,740023153
2025-06,제주특별자치도,서귀포시,자가용,5758,2118811,378473454
2025-06,제주특별자치도,서귀포시,사업자용,962,1564983,315616011
