충전소ID,충전소명,충전기ID,충전기명,충전기용량(kw)
1643,롯데캐슬레이크,4859,완속01,7
1643,롯데캐슬레이크,4860,완속02,7
1643,롯데캐슬레이크,7721,완속03,7
1644,미리샘마을,4861,급속01,50
1644,미리샘마을,4862,완속01,7
1644,미리샘마을,4863,완속02,7
1645,보성은하타운,4864,급속01,50
1645,보성은하타운,4865,급속02,50
1645,보성은하타운,4866,완속01,7
1645,보성은하타운,4867,완속02,7
1645,보성은하타운,4868,완속03,7
1645,보성은하타운,4869,완속04,7
1645,보성은하타운,4870,완속05,7
1647,상인보성맨션,4878,급속01,50
1647,상인보성맨션,4879,완속01,7
1647,상인보성맨션,4880,완속02,7
1650,상인푸르지오,4888,급속01,50
1650,상인푸르지오,4889,완속01,7
1650,상인푸르지오,4890,완속02,7
1651,성서1차영남우방타운,4891,급속01,50
1651,성서1차영남우방타운,4892,완속01,7
1651,성서1차영남우방타운,4893,완속02,7
1651,성서1차영남우방타운,4894,완속03,7
1652,성서2차영남우방타운,4895,완속01,7
1652,성서2차영남우방타운,4896,완속02,7
1652,성서2차영남우방타운,4897,완속03,7
1653,성서우방타운,4898,급속01,50
1654,성서청남타운,4902,완속01,7
1654,성서청남타운,4903,완속02,7
1655,월배1차아이파크,4905,급속01,50
1655,월배1차아이파크,4906,완속01,7
1655,월배1차아이파크,4907,완속02,7
1655,월배1차아이파크,4908,완속03,7
1655,월배1차아이파크,4909,완속04,7
1656,월배힐스테이트,4910,급속01,50
1656,월배힐스테이트,4911,완속01,7
1656,월배힐스테이트,4912,완속02,7
1657,제일풍경채더퍼스트,4914,급속01,50
1657,제일풍경채더퍼스트,4915,완속01,7
1657,제일풍경채더퍼스트,4916,완속02,7
1657,제일풍경채더퍼스트,4917,완속03,7
1658,진천역대우이안 아파트,4918,완속01,7
1658,진천역대우이안 아파트,4919,완속02,7
1659,진천코오롱하늘채,4920,완속01,7
1659,진천코오롱하늘채,4921,완속02,7
166,창녕지사,471,급속01,50
166,창녕지사,472,완속01,7
166,창녕지사,473,완속02,7
1660,테크노폴리스반도유보라,4922,급속01,50
1660,테크노폴리스반도유보라,4923,완속01,7
1660,테크노폴리스반도유보라,4924,완속02,7
1660,테크노폴리스반도유보라,4925,완속03,7
1661,테크노폴리스서한이다음,4926,급속01,50
1661,테크노폴리스서한이다음,4927,완속01,7
1661,테크노폴리스서한이다음,4928,완속02,7
1661,테크노폴리스서한이다음,4929,완속03,7
1662,테크노폴리스진아리채,4930,급속01,50
1663,호반베르디움더클래스,4931,급속01,50
1663,호반베르디움더클래스,4932,완속01,7
1663,호반베르디움더클래스,4933,완속02,7
1663,호반베르디움더클래스,4934,완속03,7
1664,화원태왕타운,4935,급속01,50
1664,화원태왕타운,4936,완속01,7
1664,화원태왕타운,4937,완속02,7
1664,화원태왕타운,4938,완속03,7
1665,모전현대 아파트,4939,완속01,7
1665,모전현대 아파트,4940,완속02,7
1666,e편한세상범어,4941,급속01,50
1666,e편한세상범어,4942,완속01,7
1667,각산태영데시앙,4944,급속01,50
1667,각산태영데시앙,4945,완속01,7
1667,각산태영데시앙,4946,완속02,7
1669,범물우방미진하이츠,4950,급속01,50
1669,범물우방미진하이츠,4951,완속01,7
1669,범물우방미진하이츠,4952,완속02,7
1669,범물우방미진하이츠,4953,완속03,7
167,함양지사,474,완속01,7
167,함양지사,475,완속02,7
167,함양지사,803,급속01,50
1671,범어롯데캐슬,4956,완속01,7
1671,범어롯데캐슬,4957,완속02,7
1672,사월화성파크드림2단지,4958,급속01,50
1672,사월화성파크드림2단지,4959,완속01,7
1673,수성롯데캐슬,4960,완속01,7
1673,수성롯데캐슬,4961,완속02,7
1674,시지4차태왕레전드,4962,급속01,50
1674,시지4차태왕레전드,4963,완속01,7
1675,시지5차월드하이츠,4964,급속01,50
1676,시지우방하이츠,4965,완속01,7
1677,시지한신휴플러스,4966,급속01,50
1678,신암뜨란채,4967,급속01,50
1678,신암뜨란채,4968,완속01,7
1678,신암뜨란채,4969,완속02,7
1679,아이프라임시지,4970,급속01,50
1679,아이프라임시지,4971,완속01,7
168,광양지사,477,급속01,50
168,광양지사,478,완속01,7
168,광양지사,479,완속02,7
1681,웰리치시지,4976,급속01,50
1681,웰리치시지,4977,완속01,7
1681,웰리치시지,4978,완속02,7
1682,율하휴먼시아12단지,4979,급속01,50
1682,율하휴먼시아12단지,4980,완속01,7
1682,율하휴먼시아12단지,4981,완속02,7
1683,이시아폴리스더샵3차,4982,급속01,50
1683,이시아폴리스더샵3차,4983,급속02,50
1683,이시아폴리스더샵3차,4984,완속01,7
1683,이시아폴리스더샵3차,4985,완속02,7
1684,태왕메트로시티,4988,급속01,50
1684,태왕메트로시티,4989,급속02,50
1684,태왕메트로시티,4990,완속01,7
1684,태왕메트로시티,4991,완속02,7
1686,삼도뷰엔빌,4996,급속01,50
1687,신성미소시티주상복합 아파트,4997,완속01,7
1687,신성미소시티주상복합 아파트,4998,완속02,7
1688,옥동휴먼시아8단지,4999,급속01,50
1688,옥동휴먼시아8단지,5000,완속01,7
1689,용상6주공본가타운,5001,급속01,50
1689,용상6주공본가타운,5002,완속01,7
1689,용상6주공본가타운,5003,완속02,7
1689,용상6주공본가타운,5004,완속03,7
169,구례지사,1014,급속01,50
169,구례지사,480,완속01,7
169,구례지사,481,완속02,7
1690,태화현대 아파트,5005,완속01,7
1691,현진에버빌2차 아파트,5006,급속01,50
1691,현진에버빌2차 아파트,5007,완속01,7
1692,현진에버빌3차 아파트,5009,급속01,50
1693,화성 아파트,5010,급속01,50
1693,화성 아파트,5853,완속01,7
1694,원호한누리타운2블록,5011,급속01,50
1694,원호한누리타운2블록,5012,완속01,7
1694,원호한누리타운2블록,5013,완속02,7
1694,원호한누리타운2블록,5014,완속03,7
1694,원호한누리타운2블록,5015,완속04,7
1695,무양지엘리베라움,5016,급속01,50
1695,무양지엘리베라움,5017,완속01,7
1696,상주우방타운1차,5018,급속01,50
1696,상주우방타운1차,5019,완속01,7
1697,상주우방타운2차,5020,완속01,7
1697,상주우방타운2차,5021,완속02,7
1698,상주함창LH천년나무2단지 아파트,5022,완속01,7
1698,상주함창LH천년나무2단지 아파트,5023,완속02,7
1699,현대 아파트,5024,완속01,7
17,강서양천지사,339,급속01,50
17,강서양천지사,340,완속01,7
17,강서양천지사,341,완속02,7
17,강서양천지사,532,완속03,7
17,강서양천지사,533,완속04,7
17,강서양천지사,845,완속05,7
17,강서양천지사,846,완속06,7
17,강서양천지사,847,완속07,7
170,여수지사(공용),485,급속01,50
170,여수지사(공용),982,완속06,7
170,여수지사(공용),983,완속07,7
170,여수지사(공용),984,완속08,7
1700,가아KT-e편한세상,5025,완속01,7
1700,가아KT-e편한세상,5026,완속02,7
1701,서면e편한세상,5027,급속01,50
1701,서면e편한세상,5028,완속01,7
1701,서면e편한세상,5029,완속02,7
1701,서면e편한세상,5030,완속03,7
1702,양정현대1차,5031,급속01,50
1702,양정현대1차,5032,급속02,50
1703,연지자이2차,5033,급속01,50
1703,연지자이2차,5034,완속01,7
1703,연지자이2차,5035,완속02,7
1703,연지자이2차,5036,완속03,7
1703,연지자이2차,5037,완속04,7
1704,센텀동부센트레빌,5038,급속01,50
1704,센텀동부센트레빌,5039,완속01,7
1706,해운대더샵센텀누리 아파트,5042,급속01,50
1706,해운대더샵센텀누리 아파트,5043,완속01,7
1706,해운대더샵센텀누리 아파트,5044,완속02,7
1707,해운대메트로하이츠 아파트,5045,완속01,7
1707,해운대메트로하이츠 아파트,5046,완속02,7
1708,금곡주공3단지,5047,급속01,50
1708,금곡주공3단지,5048,완속01,7
1708,금곡주공3단지,5049,완속02,7
1709,다대현대 아파트,5052,급속01,50
1709,다대현대 아파트,5053,급속02,50
1709,다대현대 아파트,5054,완속01,7
1709,다대현대 아파트,5055,완속02,7
1709,다대현대 아파트,5056,완속03,7
1709,다대현대 아파트,5057,완속04,7
1709,다대현대 아파트,5058,완속05,7
1709,다대현대 아파트,5059,완속06,7
171,고창지사,490,완속01,7
171,고창지사,491,완속02,7
171,고창지사,957,급속01,50
171,고창지사,958,완속03,7
1710,당리혜성 아파트,5060,급속01,50
1710,당리혜성 아파트,5061,완속01,7
1711,덕포경동메르빌 아파트,5062,급속01,50
1711,덕포경동메르빌 아파트,5063,완속01,7
1711,덕포경동메르빌 아파트,5064,완속02,7
1712,모라벽산 아파트,5065,급속01,50
1712,모라벽산 아파트,5066,완속01,7
1713,모라삼정그린코아,5067,급속01,50
1713,모라삼정그린코아,5068,완속01,7
1713,모라삼정그린코아,5069,완속02,7
1714,신주례엘지2단지 아파트,5070,급속01,50
1714,신주례엘지2단지 아파트,5071,완속01,7
1714,신주례엘지2단지 아파트,5072,완속02,7
1714,신주례엘지2단지 아파트,5073,완속03,7
1715,엄궁대림 아파트,5074,급속01,50
1716,엄궁쌍용스윗닷홈 아파트,5075,급속01,50
1716,엄궁쌍용스윗닷홈 아파트,5076,완속01,7
1716,엄궁쌍용스윗닷홈 아파트,5077,완속02,7
1717,엄궁코오롱 아파트,5078,급속01,50
1717,엄궁코오롱 아파트,5079,완속01,7
1718,율리벽산블루밍,5080,급속01,50
1718,율리벽산블루밍,5081,완속01,7
1719,주례한효 아파트,5082,급속01,50
1719,주례한효 아파트,5083,완속01,7
172,남원지사(공용),12537,급속03,50
172,남원지사(공용),494,급속01,50
172,남원지사(공용),495,완속01,7
172,남원지사(공용),954,급속02,50
1720,학장삼성2차 아파트,5084,급속01,50
1720,학장삼성2차 아파트,5085,완속01,7
1722,거제동일동미라주리버 아파트,5088,완속01,7
1722,거제동일동미라주리버 아파트,5089,완속02,7
1723,구서동쌍용예가1단지 아파트,5090,완속01,7
1723,구서동쌍용예가1단지 아파트,5091,완속02,7
1724,구서유림노르웨이아침 아파트,5092,급속01,50
1724,구서유림노르웨이아침 아파트,5093,완속01,7
1725,동래센트럴파크하이츠2단지,5094,급속01,50
1725,동래센트럴파크하이츠2단지,5095,완속01,7
1725,동래센트럴파크하이츠2단지,5096,완속02,7
1725,동래센트럴파크하이츠2단지,5097,완속03,7
1726,명륜쌍용예가,5098,완속01,7
1726,명륜쌍용예가,5099,완속02,7
1727,명장삼성타운,5100,급속01,50
1727,명장삼성타운,5101,완속01,7
1728,부곡동푸르지오,5102,급속01,50
1728,부곡동푸르지오,5103,완속01,7
1728,부곡동푸르지오,5104,완속02,7
1728,부곡동푸르지오,5105,완속03,7
1729,연산선경 아파트,5106,급속01,50
1729,연산선경 아파트,5107,완속01,7
1729,연산선경 아파트,5108,완속02,7
1729,연산선경 아파트,5109,완속03,7
173,임실지사,11648,급속02,50
173,임실지사,499,완속01,7
173,임실지사,500,완속02,7
173,임실지사,962,급속01,50
1730,동원로얄듀크2차 아파트,5110,급속01,50
1730,동원로얄듀크2차 아파트,5111,완속01,7
1730,동원로얄듀크2차 아파트,5112,완속02,7
1730,동원로얄듀크2차 아파트,5113,완속03,7
1731,문수데시앙2단지,5114,완속01,7
1731,문수데시앙2단지,5115,완속02,7
1732,문수로아이파크1단지,5116,급속01,50
1733,에일린의뜰3차,5117,급속01,50
1733,에일린의뜰3차,5118,완속01,7
1733,에일린의뜰3차,5119,완속02,7
1734,양산서창대동이미지타운1단지,5120,급속01,50
1734,양산서창대동이미지타운1단지,5121,완속01,7
1734,양산서창대동이미지타운1단지,5122,완속02,7
1734,양산서창대동이미지타운1단지,5123,완속03,7
1735,달천아이파크1차,5124,급속01,50
1735,달천아이파크1차,5125,완속01,7
1735,달천아이파크1차,5126,완속02,7
1735,달천아이파크1차,5127,완속03,7
1736,동아2차 아파트,5128,급속01,50
1736,동아2차 아파트,5129,완속01,7
1737,분성마을동원로얄듀크,5130,급속01,50
1737,분성마을동원로얄듀크,5131,완속01,7
1737,분성마을동원로얄듀크,5132,완속02,7
1739,율곡마을주공2단지,5136,급속01,50
174,장수지사,501,완속01,7
174,장수지사,502,완속02,7
174,장수지사,966,급속01,50
1740,율현마을주공13단지 아파트,5137,급속01,50
1741,장유e그린타운2차부영,5138,급속01,50
1742,화정마을아이파크가야,5139,급속01,50
1742,화정마을아이파크가야,5140,완속01,7
1742,화정마을아이파크가야,5141,완속02,7
1742,화정마을아이파크가야,5142,완속03,7
1743,고촌LH 아파트,5143,급속01,50
1744,기장우신네오빌,5144,급속01,50
1744,기장우신네오빌,5145,완속01,7
1744,기장우신네오빌,5146,완속02,7
1744,기장우신네오빌,5147,완속03,7
1745,대연경동메르빌,5148,급속01,50
1746,엘지메트로시티 아파트(101동),5149,급속01,50
1746,엘지메트로시티 아파트(101동),5153,완속01,7
1747,명지롯데캐슬 아파트,5157,급속01,50
1748,명지위브포세이돈,5158,급속01,50
1748,명지위브포세이돈,5159,완속01,7
1748,명지위브포세이돈,5160,완속02,7
1748,명지위브포세이돈,5161,완속03,7
1748,명지위브포세이돈,5162,완속04,7
1749,엘크루솔마레 아파트,5163,급속01,50
175,정읍지사,503,급속01,50
175,정읍지사,504,완속01,7
175,정읍지사,505,완속02,7
175,정읍지사,946,완속03,7
175,정읍지사,947,완속04,7
1752,LH그린품애,5173,급속01,50
1752,LH그린품애,5174,완속01,7
1752,LH그린품애,5175,완속02,7
1752,LH그린품애,5176,완속03,7
1753,동성새롬미리내,5177,완속01,7
1753,동성새롬미리내,5178,완속02,7
1754,해운동성아파트,5179,완속01,7
1754,해운동성아파트,5180,완속02,7
1755,현동중흥S클래스프라디움 2차,5181,급속01,50
1755,현동중흥S클래스프라디움 2차,5182,완속01,7
1755,현동중흥S클래스프라디움 2차,5183,완속02,7
1757,롯데인벤스 아파트,5185,급속01,50
1757,롯데인벤스 아파트,5186,완속01,7
1757,롯데인벤스 아파트,5187,완속02,7
1758,밀양도뮤토 아파트,5188,급속01,50
1758,밀양도뮤토 아파트,5189,완속01,7
1758,밀양도뮤토 아파트,5190,완속02,7
1759,사천리가 아파트,5191,급속01,50
1759,사천리가 아파트,5192,완속01,7
176,진안지사(공용),1722,완속02,7
176,진안지사(공용),510,급속01,50
1761,삼정그린코아 아파트,5197,완속01,7
1762,삼정그린코아 아파트2단지,5198,완속01,7
1763,자은더샵 아파트,5199,급속01,50
1764,진주금산두산위브 아파트,5200,급속01,50
1764,진주금산두산위브 아파트,5201,완속01,7
1764,진주금산두산위브 아파트,5202,완속02,7
1765,한선파라디움,5203,급속01,50
1765,한선파라디움,5204,완속01,7
1765,한선파라디움,5205,완속02,7
1766,현대성우오스타1단지,5206,급속01,50
1766,현대성우오스타1단지,5207,완속01,7
1766,현대성우오스타1단지,5208,완속02,7
1766,현대성우오스타1단지,5209,완속03,7
1767,청명화이트빌,5210,완속01,7
1767,청명화이트빌,5211,완속02,7
1768,하동송보파인빌,5212,완속01,7
1769,광덕 아파트,5213,완속01,7
1769,광덕 아파트,5214,완속02,7
1770,노형하이어스,5215,완속01,7
1772,대유대림 아파트,5217,급속01,50
1772,대유대림 아파트,5218,완속01,7
1772,대유대림 아파트,5219,완속02,7
1773,도남2차e-편한세상,5220,완속01,7
1773,도남2차e-편한세상,5221,완속02,7
1775,미듬하나로 아파트,5224,완속01,7
1775,미듬하나로 아파트,5225,완속02,7
1776,방선문6차빌리지,5226,완속01,7
1776,방선문6차빌리지,5227,완속02,7
1777,아너써클,5228,완속01,7
1778,아라하임,5229,완속01,7
1778,아라하임,5230,완속02,7
1782,제주이도한일베라체 아파트,5235,급속01,50
1782,제주이도한일베라체 아파트,5236,완속01,7
1782,제주이도한일베라체 아파트,5237,완속02,7
1782,제주이도한일베라체 아파트,5238,완속03,7
1783,파인그로브,5239,완속01,7
1784,삼아 아파트,5240,완속01,7
1784,삼아 아파트,5241,완속02,7
1785,서귀포혁신LH1단지,5242,급속01,50
1785,서귀포혁신LH1단지,5243,완속01,7
1785,서귀포혁신LH1단지,8836,완속02,7
1786,서귀포혁신LH2단지,5244,급속01,50
1786,서귀포혁신LH2단지,5245,완속01,7
1786,서귀포혁신LH2단지,5246,완속02,7
1787,흥도빌라트,5247,완속01,7
1789,구리인창성원2차 아파트,5250,급속01,50
1789,구리인창성원2차 아파트,5251,완속01,7
1789,구리인창성원2차 아파트,5252,완속02,7
1790,구리토평삼성래미안,5253,급속01,50
1790,구리토평삼성래미안,5254,완속01,7
1790,구리토평삼성래미안,5255,완속02,7
1791,별내하우스토리,5256,급속01,50
1791,별내하우스토리,5257,완속01,7
1791,별내하우스토리,5258,완속02,7
1791,별내하우스토리,5259,완속03,7
1792,한라비발디루트 아파트,5260,급속01,50
1792,한라비발디루트 아파트,5261,완속01,7
1793,호원두산 아파트,5262,완속01,7
1793,호원두산 아파트,5263,완속02,7
1796,서원마을7단지,5275,급속01,50
1796,서원마을7단지,5276,완속01,7
1796,서원마을7단지,5277,완속02,7
1797,강선동신 아파트,5278,급속01,50
1797,강선동신 아파트,5279,완속01,7
1798,일산푸르지오,5280,급속01,50
1799,GS강동자이 아파트,5281,급속01,50
1799,GS강동자이 아파트,5282,완속01,7
1799,GS강동자이 아파트,5283,완속02,7
18,국회의사당,116,완속01,7
18,국회의사당,117,완속02,7
18,국회의사당,118,완속03,7
1800,강일리버파크3단지,5284,급속01,50
1800,강일리버파크3단지,5285,완속01,7
1801,고덕리엔파크1단지,5286,완속01,7
1801,고덕리엔파크1단지,5287,완속02,7
1802,길동삼익파크,5288,급속01,50
1802,길동삼익파크,5289,완속01,7
1802,길동삼익파크,5290,완속02,7
1803,대우한강베네시티 아파트,5291,완속01,7
1803,대우한강베네시티 아파트,5292,완속02,7
1804,리센츠 아파트,5293,급속01,50
1804,리센츠 아파트,5294,급속02,50
1804,리센츠 아파트,5295,완속01,7
1804,리센츠 아파트,5296,완속02,7
1804,리센츠 아파트,5297,완속03,7
1804,리센츠 아파트,5298,완속04,7
1804,리센츠 아파트,5299,완속05,7
1804,리센츠 아파트,5300,완속06,7
1805,송파파인타운7단지,5301,급속01,50
1805,송파파인타운7단지,5302,완속01,7
1805,송파파인타운7단지,5303,완속02,7
1805,송파파인타운7단지,5304,완속03,7
1806,송파파인타운9단지,5305,급속01,50
1806,송파파인타운9단지,5306,완속01,7
1806,송파파인타운9단지,5307,완속02,7
1807,송파파크데일2단지,5308,급속01,50
1807,송파파크데일2단지,5309,완속01,7
1807,송파파크데일2단지,5310,완속02,7
1808,암펠로스타워,5311,완속01,7
1809,숲속마을신동아파밀리에,5312,완속01,7
1809,숲속마을신동아파밀리에,5313,완속02,7
1810,청광 아파트,5314,완속01,7
1811,신길경남 아파트,5315,급속01,50
1811,신길경남 아파트,5316,완속01,7
1811,신길경남 아파트,5317,완속02,7
1812,신도림동아1차 아파트,5318,급속01,50
1812,신도림동아1차 아파트,5319,완속01,7
1812,신도림동아1차 아파트,5320,완속02,7
1812,신도림동아1차 아파트,5321,완속03,7
1813,강남데시앙포레,5322,급속01,50
1813,강남데시앙포레,5323,완속01,7
1813,강남데시앙포레,5324,완속02,7
1813,강남데시앙포레,5325,완속03,7
1814,강남한양수자인,5326,급속01,50
1814,강남한양수자인,5327,완속01,7
1814,강남한양수자인,5328,완속02,7
1814,강남한양수자인,5329,완속03,7
1814,강남한양수자인,5330,완속04,7
1815,금호어울림 아파트(삼성동),5331,완속01,7
1816,삼성동힐스테이트2단지,5332,급속01,50
1816,삼성동힐스테이트2단지,5333,완속01,7
1816,삼성동힐스테이트2단지,5334,완속02,7
1816,삼성동힐스테이트2단지,5335,완속03,7
1817,세곡리엔파크2단지 아파트,5336,급속01,50
1818,엠코타운 센트로엘아파트,5337,급속01,50
1819,센트럴하이츠아파트,5338,급속01,50
1819,센트럴하이츠아파트,5339,완속01,7
1819,센트럴하이츠아파트,5340,완속02,7
1819,센트럴하이츠아파트,5341,완속03,7
1821,LH 리더스 하임 아파트,5344,급속01,50
1821,LH 리더스 하임 아파트,5345,완속01,7
1821,LH 리더스 하임 아파트,5346,완속02,7
1822,송탄효명아파트,5347,완속01,7
1822,송탄효명아파트,5348,완속02,7
1823,청북 유승한내들,5349,급속01,50
1823,청북 유승한내들,5350,완속01,7
1823,청북 유승한내들,5351,완속02,7
1824,청북이안아파트,5352,급속01,50
1824,청북이안아파트,5353,완속01,7
1824,청북이안아파트,5354,완속02,7
1824,청북이안아파트,5355,완속03,7
1825,평택벽산늘푸른,5356,급속01,50
1825,평택벽산늘푸른,5357,완속01,7
1825,평택벽산늘푸른,5358,완속02,7
1826,고잔3차푸르지오,5359,급속01,50
1826,고잔3차푸르지오,5360,완속01,7
1826,고잔3차푸르지오,5361,완속02,7
1827,고잔그린빌8단지,5362,급속01,50
1828,상록마을삼보아파트,5363,급속01,50
1829,군포당동삼성마을 4단지,5366,급속01,50
1829,군포당동삼성마을 4단지,5367,완속01,7
1829,군포당동삼성마을 4단지,5368,완속02,7
1830,당동쌍용아파트,5369,급속01,50
1830,당동쌍용아파트,5370,완속01,7
1830,당동쌍용아파트,5371,완속02,7
1830,당동쌍용아파트,5372,완속03,7
1831,삼성마을3단지,5373,급속01,50
1831,삼성마을3단지,5374,완속01,7
1832,휴먼시아청계마을4단지,5375,급속01,50
1833,온누리마을아파트(3군사령부),5376,급속01,50
1834,육군용인관사,5377,완속01,7
1835,대호2차아파트,5378,완속01,7
1837,증포한솔솔파크,5381,급속01,50
1837,증포한솔솔파크,5382,완속01,7
1838,동광모닝스카이아파트,5383,급속01,50
1838,동광모닝스카이아파트,5384,완속01,7
1839,남양우림그린빌리지아파트,5385,급속01,50
1840,수원센트럴타운3단지,5386,급속01,50
1840,수원센트럴타운3단지,5387,완속01,7
1840,수원센트럴타운3단지,5388,완속02,7
1840,수원센트럴타운3단지,5389,완속03,7
1842,화성태안푸르지오,5391,급속01,50
1843,구성자이3차,5392,급속01,50
1843,구성자이3차,5393,완속01,7
1843,구성자이3차,5394,완속02,7
1844,만현마을 쌍용3차,5395,급속01,50
1844,만현마을 쌍용3차,5396,완속01,7
1844,만현마을 쌍용3차,5397,완속02,7
1845,서원마을금호베스트빌5단지아파트,5398,급속01,50
1845,서원마을금호베스트빌5단지아파트,5399,완속01,7
1845,서원마을금호베스트빌5단지아파트,5400,완속02,7
1846,수지센트럴아이파크,5402,급속01,50
1846,수지센트럴아이파크,5403,완속01,7
1846,수지센트럴아이파크,5404,완속02,7
1846,수지센트럴아이파크,5405,완속03,7
1847,수지엘지2차아파트,5406,급속01,50
1847,수지엘지2차아파트,5407,완속01,7
1847,수지엘지2차아파트,5408,완속02,7
1847,수지엘지2차아파트,5409,완속03,7
1848,흥덕마을5단지호반베르디움(레이크파크),5410,급속01,50
1848,흥덕마을5단지호반베르디움(레이크파크),5411,완속01,7
1848,흥덕마을5단지호반베르디움(레이크파크),5412,완속02,7
1848,흥덕마을5단지호반베르디움(레이크파크),5413,완속03,7
1849,휘경베스트빌현대,5414,급속01,50
1849,휘경베스트빌현대,5415,완속01,7
1850,성수2차대우 아파트,5416,완속01,7
1850,성수2차대우 아파트,5417,완속02,7
1851,공릉대동 아파트,5418,완속01,7
1852,공릉대동2차,5420,완속01,7
1852,공릉대동2차,5421,완속02,7
1854,월계우남 아파트,5424,완속01,7
1854,월계우남 아파트,5425,완속02,7
1856,현대그린 아파트,5429,완속01,7
1856,현대그린 아파트,5430,완속02,7
1857,연희대우 아파트,5431,완속01,7
1857,연희대우 아파트,5432,완속02,7
1857,연희대우 아파트,5433,완속03,7
1858,대명 아파트,5434,완속01,7
1859,래미안마포리버웰,5435,급속01,50
1859,래미안마포리버웰,5436,완속01,7
1859,래미안마포리버웰,5437,완속02,7
1859,래미안마포리버웰,5438,완속03,7
1860,래미안밤섬리베뉴2,5439,급속01,50
1860,래미안밤섬리베뉴2,5440,완속01,7
1860,래미안밤섬리베뉴2,5441,완속02,7
1860,래미안밤섬리베뉴2,5442,완속03,7
1861,창전삼성 아파트,5443,급속01,50
1862,서창LH6단지,5444,급속01,50
1862,서창LH6단지,5445,완속01,7
1862,서창LH6단지,5446,완속02,7
1865,에코메트로한화12단지관리소,5451,급속01,50
1865,에코메트로한화12단지관리소,5452,완속01,7
1865,에코메트로한화12단지관리소,5453,완속02,7
1865,에코메트로한화12단지관리소,5454,완속03,7
1865,에코메트로한화12단지관리소,5455,완속04,7
1866,동양덱스빌 아파트,5456,급속01,50
1867,두산 아파트,5457,급속01,50
1867,두산 아파트,5458,완속01,7
1868,김포신화 아파트,5460,급속01,50
1868,김포신화 아파트,5461,완속01,7
1868,김포신화 아파트,5462,완속02,7
1868,김포신화 아파트,5463,완속03,7
1869,김포유현마을신동아,5464,급속01,50
1869,김포유현마을신동아,5465,완속01,7
1870,장릉마을삼성쉐르빌,5466,급속01,50
1870,장릉마을삼성쉐르빌,5467,완속01,7
1870,장릉마을삼성쉐르빌,5468,완속02,7
1870,장릉마을삼성쉐르빌,5469,완속03,7
1871,한강화성파크드림 아파트,5470,급속01,50
1871,한강화성파크드림 아파트,5471,완속01,7
1872,꿈마을삼환한진,5472,급속01,50
1872,꿈마을삼환한진,5473,완속01,7
1874,용현금호2차 아파트,5477,급속01,50
1874,용현금호2차 아파트,5478,완속01,7
1875,용현금호어울림3단지,5479,완속01,7
1875,용현금호어울림3단지,5480,완속02,7
1876,청라중흥S클래스2단지 아파트,5481,완속01,7
1876,청라중흥S클래스2단지 아파트,6168,완속02,7
1877,홍천오드카운티,5482,급속01,50
1879,통일 아파트,5486,완속01,7
1879,통일 아파트,5487,완속02,7
1880,한라비발디1차 아파트,5488,급속01,50
1881,양구경림 아파트,5489,급속01,50
1883,대명늘푸른 아파트,5492,급속01,50
1884,분평계룡리슈빌1단지,5493,완속01,7
1884,분평계룡리슈빌1단지,5494,완속02,7
1885,분평계룡리슈빌2단지,5495,완속01,7
1885,분평계룡리슈빌2단지,5496,완속02,7
1886,산남부영사랑으로,5497,급속01,50
1886,산남부영사랑으로,5498,완속01,7
1886,산남부영사랑으로,5499,완속02,7
1886,산남부영사랑으로,5500,완속03,7
1887,영무예다음1차 아파트,5501,급속01,50
1887,영무예다음1차 아파트,5502,완속01,7
1887,영무예다음1차 아파트,5503,완속02,7
1888,율량삼성 아파트,5504,완속01,7
1888,율량삼성 아파트,5505,완속02,7
1888,율량삼성 아파트,5506,완속03,7
189,인제지사(공용),1308,완속03,7
1890,주원애뜰2차빌라,5509,완속01,7
1891,세영첼시빌 아파트,5510,급속01,50
1892,유원하나 아파트,5511,급속01,50
1892,유원하나 아파트,5512,완속01,7
1893,코오롱동신,5513,급속01,50
1893,코오롱동신,5514,완속01,7
1893,코오롱동신,5515,완속02,7
1893,코오롱동신,5516,완속03,7
1894,증평송산지평더웰,5517,급속01,50
1895,하소현대힐스테이트,5518,급속01,50
1895,하소현대힐스테이트,5519,완속01,7
1895,하소현대힐스테이트,5520,완속02,7
1896,내포극동스타클래센트럴 아파트,5521,급속01,50
1896,내포극동스타클래센트럴 아파트,5522,완속01,7
1896,내포극동스타클래센트럴 아파트,5523,완속02,7
1896,내포극동스타클래센트럴 아파트,5524,완속03,7
1897,홍성효성해링턴플레이스,5525,급속01,50
1897,홍성효성해링턴플레이스,5526,완속01,7
1897,홍성효성해링턴플레이스,5527,완속02,7
1898,논산대림 아파트,5528,급속01,50
1898,논산대림 아파트,5529,완속01,7
1898,논산대림 아파트,5530,완속02,7
1899,논산제이파크2단지 아파트,5532,급속01,50
1899,논산제이파크2단지 아파트,5533,완속01,7
19,관악동작지사,342,급속01,50
19,관악동작지사,343,완속03,7
19,관악동작지사,344,완속04,7
19,관악동작지사,50,완속01,7
19,관악동작지사,51,완속02,7
19,관악동작지사,535,완속05,7
1900,가락마을17단지,5534,급속01,50
1900,가락마을17단지,5535,완속01,7
1905,세종청정 아파트,5544,급속01,50
1906,욱일 아파트,5545,급속01,50
1906,욱일 아파트,5546,완속01,7
1907,중흥S-클래스파크뷰가락마을15단지,5547,급속01,50
